uid,namedLocation,date,nonwoodyCollectDate,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,samplingImpractical,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent,treesPresent,shrubsPresent,lianasPresent,cactiPresent,fernsPresent,yuccasPresent,palmsPresent,ocotillosPresent,xerophyllumPresent,treeFernsPresent,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaFerns,nestedSubplotAreaOther,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,totalSampledAreaFerns,totalSampledAreaOther,remarks,measuredBy,recordedBy,dataQF
"0eaf5482-c755-481a-a431-c4ad9d5545cc","HARV_049.basePlot.vst","2017-07-12",,"D01","HARV","HARV_049","tower","mixedForest",42.535171,-72.179779,"WGS84",20.3,731604.93,4713053.54,"18N",370.0,0.3,,"vst_HARV_2017",,,"23_400|41_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"100","noneSelected",,"100",800,400,800,,400,,"bhudson@battelleecology.org","jwebber@field-ops.org",
"061b980a-0cd9-41ad-b0ed-3b48be40ba5a","HARV_034.basePlot.vst","2017-07-12",,"D01","HARV","HARV_034","tower","evergreenForest",42.535686,-72.177968,"WGS84",20.3,731751.76,4713115.68,"18N",372.1,0.4,,"vst_HARV_2017",,,"23_400|39_400","NEON.DOC.000987vG","Y",,,"Y","N","N","N","Y","N","N","N","N",,"10","noneSelected",,"100",800,40,800,,400,,"jwebber@field-ops.org","bhudson@battelleecology.org",
"fd5a60a1-44be-4cce-bc87-25ec367a0493","HARV_051.basePlot.vst","2017-07-12",,"D01","HARV","HARV_051","tower","mixedForest",42.534078,-72.179146,"WGS84",20.3,731660.96,4712933.89,"18N",370.0,0.4,,"vst_HARV_2017",,,"23_400|39_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"100","noneSelected",,"25",800,400,800,,100,,"bhudson@battelleecology.org","jwebber@field-ops.org",
"61eaa5cc-c1c5-4eff-be64-7f9463babd69","HARV_047.basePlot.vst","2017-07-12",,"D01","HARV","HARV_047","tower","deciduousForest",42.536689,-72.175706,"WGS84",20.2,731933.82,4713233.26,"18N",367.3,0.4,,"vst_HARV_2017",,,"21_400|41_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected",,"10",800,100,800,,40,,"jbreault@field-ops.org","chines@field-ops.org",
"95cd1511-ca32-4565-a1f4-b3960057435a","HARV_040.basePlot.vst","2017-07-12",,"D01","HARV","HARV_040","tower","mixedForest",42.539918,-72.175931,"WGS84",20.1,731903.38,4713591.23,"18N",342.8,0.1,,"vst_HARV_2017",,,"23_400|41_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"1","noneSelected",,"1",800,4,800,,4,,"jbreault@field-ops.org","chines@field-ops.org",
"abfd240b-da56-475a-b5c1-715c5bb05206","HARV_038.basePlot.vst","2017-07-12",,"D01","HARV","HARV_038","tower","mixedForest",42.537334,-72.177877,"WGS84",20.2,731753.13,4713298.95,"18N",367.4,0.3,,"vst_HARV_2017",,,"23_400|39_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"100","noneSelected",,"10",800,400,800,,40,,"jbreault@field-ops.org","chines@field-ops.org",
"e308569e-6e75-4a2f-ad72-0591ba743d7b","HARV_042.basePlot.vst","2017-07-13",,"D01","HARV","HARV_042","tower","mixedForest",42.534167,-72.176562,"WGS84",20.1,731872.86,4712950.85,"18N",371.0,0.1,,"vst_HARV_2017",,,"39_400|41_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"10","noneSelected",,"25",800,40,800,,100,,"jbreault@field-ops.org","chines@field-ops.org",
"dc4cfe15-0417-4ff9-9106-a2e94cf08ee7","HARV_039.basePlot.vst","2017-07-13",,"D01","HARV","HARV_039","tower","mixedForest",42.533247,-72.177690,"WGS84",20.2,731783.62,4712845.59,"18N",373.2,0.2,,"vst_HARV_2017",,,"39_400|41_400","NEON.DOC.000987vG","Y",,,"Y","N","N","N","Y","N","N","N","N",,"100","noneSelected",,"25",800,400,800,,100,,"jbreault@field-ops.org","chines@field-ops.org",
"c4cc9467-ff88-4539-9514-8b64378af932","HARV_044.basePlot.vst","2017-07-13",,"D01","HARV","HARV_044","tower","deciduousForest",42.535376,-72.176486,"WGS84",20.1,731874.62,4713085.32,"18N",365.8,0.1,,"vst_HARV_2017",,,"21_400|41_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected",,"10",800,100,800,,40,,"jbreault@field-ops.org","chines@field-ops.org",
"ee87be10-2319-491e-ab08-fdf0a708b018","HARV_046.basePlot.vst","2017-07-17",,"D01","HARV","HARV_046","tower","mixedForest",42.537915,-72.180759,"WGS84",20.3,731514.30,4713355.58,"18N",361.4,0.3,,"vst_HARV_2017",,,"21_400|41_400","NEON.DOC.000987vG","Y",,,"Y","Y","N","N","Y","N","N","N","N",,"10","noneSelected",,"10",800,40,800,,40,,"gvanscoy@field-ops.org","jwebber@field-ops.org",
